applicant_id,age,gender,county_name,education_level,program_id,program_name,application_date,application_status,drop_off_reason
APP00818,20,Female,Kwale,Certificate,P002,Technovation,9/26/2024,Qualified,No Response
APP00819,21,Female,Nairobi,Diploma,P001,STEM Cafe Kenya,6/15/2024,Applied,Did Not Meet Requirements
APP00820,19,Female,Mombasa,KCSE,P008,Web Development Classes,3/19/2024,Applied,Incomplete Application
APP00821,19,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,1/22/2024,Applied,Incomplete Application
APP00822,35,Female,Nairobi,Bachelor's,P008,Web Development Classes,6/28/2025,Applied,Incomplete Application
APP00823,23,Female,Lamu,KCSE,P004,Africa Code Week,3/13/2025,Qualified,Could Not Be Reached
APP00824,29,Female,Kwale,Diploma,P003,Code Hack,4/10/2025,Qualified,Could Not Be Reached
APP00825,23,Female,Kilifi,Diploma,P008,Web Development Classes,1/11/2025,Qualified,No Response
APP00826,19,Female,Kilifi,KCSE,P007,Women Digital Skills,2/5/2024,Enrolled,
APP00827,20,Female,Tana River,Certificate,P004,Africa Code Week,3/8/2024,Interviewed,Declined Offer
APP00828,22,Female,Nakuru,KCSE,P005,Django Girls,3/28/2025,Applied,Did Not Meet Requirements
APP00829,24,Female,Nairobi,Certificate,P006,Mombasa Girls in STEM,9/4/2025,Applied,Incomplete Application
APP00830,29,Female,Lamu,Bachelor's,P007,Women Digital Skills,3/21/2025,Qualified,Interview Slots Full
APP00831,30,Female,Kisumu,Bachelor's,P001,STEM Cafe Kenya,1/22/2025,Applied,Did Not Meet Requirements
APP00832,25,Female,Nairobi,Certificate,P001,STEM Cafe Kenya,9/6/2024,Applied,Did Not Meet Requirements
APP00833,19,Female,Nakuru,KCSE,P006,Mombasa Girls in STEM,3/29/2025,Qualified,Could Not Be Reached
APP00834,26,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,3/29/2024,Applied,Incomplete Application
APP00835,21,Female,Tana River,KCSE,P003,Code Hack,2/14/2024,Qualified,No Response
APP00836,35,Female,Kwale,Bachelor's,P004,Africa Code Week,3/29/2025,Qualified,Could Not Be Reached
APP00837,35,Female,Nakuru,Bachelor's,P003,Code Hack,8/10/2024,Qualified,Could Not Be Reached
APP00838,28,Female,Mombasa,Diploma,P005,Django Girls,1/16/2024,Applied,Incomplete Application
APP00839,21,Female,Taita Taveta,KCSE,P006,Mombasa Girls in STEM,8/13/2024,Interviewed,Low Interview Score
APP00840,21,Female,Mombasa,KCSE,P003,Code Hack,3/29/2024,Interviewed,Cohort Full
APP00841,23,Female,Mombasa,Diploma,P002,Technovation,9/27/2024,Qualified,No Response
APP00842,21,Male,Mombasa,KCSE,P002,Technovation,1/31/2024,Applied,Gender Mismatch
APP00843,19,Female,Mombasa,KCSE,P007,Women Digital Skills,7/9/2025,Applied,Did Not Meet Requirements
APP00844,25,Female,Mombasa,Certificate,P003,Code Hack,7/26/2024,Applied,Incomplete Application
APP00845,22,Female,Kwale,KCSE,P002,Technovation,7/19/2025,Qualified,Could Not Be Reached
APP00846,23,Female,Mombasa,KCSE,P001,STEM Cafe Kenya,2/2/2024,Qualified,No Response
APP00847,22,Male,Nakuru,KCSE,P005,Django Girls,4/21/2024,Applied,Gender Mismatch
APP00848,20,Female,Tana River,Certificate,P001,STEM Cafe Kenya,9/8/2025,Interviewed,Declined Offer
APP00849,33,Female,Kisumu,Diploma,P006,Mombasa Girls in STEM,7/22/2025,Enrolled,
APP00850,27,Female,Mombasa,KCSE,P005,Django Girls,3/10/2025,Qualified,No Response
APP00851,20,Female,Lamu,KCSE,P003,Code Hack,2/15/2025,Applied,Did Not Meet Requirements
APP00852,26,Female,Mombasa,Diploma,P003,Code Hack,9/8/2025,Interviewed,Declined Offer
APP00853,32,Female,Nairobi,Bachelor's,P004,Africa Code Week,3/30/2024,Interviewed,Low Interview Score
APP00854,19,Female,Nakuru,KCSE,P003,Code Hack,1/3/2024,Applied,Incomplete Application
APP00855,22,Male,Kwale,Diploma,P002,Technovation,2/12/2024,Applied,Gender Mismatch
APP00856,24,Female,Nakuru,Bachelor's,P001,STEM Cafe Kenya,9/11/2025,Applied,Incomplete Application
APP00857,28,Female,Taita Taveta,Bachelor's,P001,STEM Cafe Kenya,4/9/2025,Qualified,Interview Slots Full
APP00858,28,Female,Mombasa,Bachelor's,P002,Technovation,8/26/2025,Qualified,No Response
APP00859,19,Female,Nairobi,KCSE,P005,Django Girls,3/13/2025,Enrolled,
APP00860,26,Female,Nairobi,Diploma,P007,Women Digital Skills,3/9/2025,Interviewed,Cohort Full
APP00861,21,Female,Nakuru,KCSE,P001,STEM Cafe Kenya,1/25/2024,Applied,Did Not Meet Requirements
APP00862,22,Female,Nakuru,KCSE,P004,Africa Code Week,8/10/2025,Enrolled,
APP00863,26,Female,Kisumu,Certificate,P004,Africa Code Week,9/25/2025,Applied,Incomplete Application
APP00864,21,Female,Nairobi,Certificate,P004,Africa Code Week,9/5/2024,Interviewed,Cohort Full
APP00865,24,Female,Nairobi,Certificate,P001,STEM Cafe Kenya,2/24/2024,Applied,Incomplete Application
APP00866,21,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,4/4/2025,Applied,Incomplete Application
APP00867,22,Female,Kwale,KCSE,P004,Africa Code Week,9/29/2024,Qualified,Interview Slots Full
APP00868,24,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,7/6/2025,Applied,Did Not Meet Requirements
APP00869,23,Female,Tana River,Certificate,P001,STEM Cafe Kenya,7/4/2024,Qualified,No Response
APP00870,29,Female,Kilifi,Bachelor's,P004,Africa Code Week,1/23/2025,Interviewed,Cohort Full
APP00871,25,Female,Kilifi,Diploma,P004,Africa Code Week,9/5/2025,Qualified,No Response
APP00872,25,Female,Nairobi,Certificate,P001,STEM Cafe Kenya,2/23/2025,Applied,Did Not Meet Requirements
APP00873,27,Female,Taita Taveta,Certificate,P005,Django Girls,2/14/2024,Applied,Incomplete Application
APP00874,26,Female,Nairobi,Diploma,P003,Code Hack,1/3/2024,Applied,Did Not Meet Requirements
APP00875,23,Female,Nakuru,KCSE,P006,Mombasa Girls in STEM,6/21/2025,Applied,Did Not Meet Requirements
APP00876,23,Female,Kwale,KCSE,P004,Africa Code Week,1/15/2024,Qualified,No Response
APP00877,32,Female,Lamu,Master's,P001,STEM Cafe Kenya,8/14/2025,Qualified,Could Not Be Reached
APP00878,32,Female,Nairobi,Bachelor's,P003,Code Hack,9/18/2024,Applied,Incomplete Application
APP00879,29,Female,Kilifi,Bachelor's,P001,STEM Cafe Kenya,9/28/2024,Applied,Did Not Meet Requirements
APP00880,24,Female,Kwale,Diploma,P002,Technovation,2/5/2025,Applied,Did Not Meet Requirements
APP00881,20,Female,Mombasa,Certificate,P001,STEM Cafe Kenya,9/28/2024,Applied,Incomplete Application
APP00882,26,Female,Kilifi,Diploma,P005,Django Girls,8/19/2024,Applied,Incomplete Application
APP00883,22,Female,Nairobi,KCSE,P004,Africa Code Week,9/20/2025,Qualified,Could Not Be Reached
APP00884,26,Female,Mombasa,KCSE,P002,Technovation,4/26/2024,Qualified,Interview Slots Full
APP00885,21,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,7/27/2025,Interviewed,Declined Offer
APP00886,31,Female,Mombasa,Bachelor's,P008,Web Development Classes,4/9/2024,Applied,Incomplete Application
APP00887,29,Female,Kisumu,Bachelor's,P004,Africa Code Week,3/12/2024,Applied,Incomplete Application
APP00888,32,Female,Nakuru,Bachelor's,P004,Africa Code Week,1/23/2024,Enrolled,
APP00889,20,Female,Nairobi,KCSE,P006,Mombasa Girls in STEM,3/7/2024,Interviewed,Low Interview Score
APP00890,22,Female,Nakuru,Diploma,P008,Web Development Classes,3/26/2025,Applied,Did Not Meet Requirements
APP00891,23,Female,Kwale,Certificate,P002,Technovation,2/15/2025,Qualified,Interview Slots Full
APP00892,22,Female,Kilifi,KCSE,P001,STEM Cafe Kenya,8/1/2024,Applied,Incomplete Application
APP00893,25,Female,Lamu,Bachelor's,P006,Mombasa Girls in STEM,7/18/2025,Qualified,Could Not Be Reached
APP00894,27,Female,Nairobi,KCSE,P007,Women Digital Skills,9/12/2025,Enrolled,
APP00895,23,Female,Kwale,Diploma,P001,STEM Cafe Kenya,9/2/2024,Enrolled,
APP00896,19,Female,Mombasa,Certificate,P001,STEM Cafe Kenya,9/23/2025,Interviewed,Declined Offer
APP00897,24,Female,Kwale,Certificate,P004,Africa Code Week,1/1/2025,Qualified,Could Not Be Reached
APP00898,26,Female,Kisumu,Diploma,P001,STEM Cafe Kenya,8/1/2025,Qualified,Could Not Be Reached
APP00899,26,Female,Mombasa,Diploma,P002,Technovation,2/17/2024,Applied,Incomplete Application
APP00900,26,Female,Mombasa,Certificate,P001,STEM Cafe Kenya,7/18/2025,Applied,Did Not Meet Requirements
APP00901,21,Female,Mombasa,KCSE,P004,Africa Code Week,2/7/2024,Qualified,Could Not Be Reached
APP00902,22,Female,Kilifi,KCSE,P008,Web Development Classes,7/14/2025,Applied,Incomplete Application
APP00903,21,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,1/8/2025,Qualified,Interview Slots Full
APP00904,23,Female,Nakuru,Bachelor's,P008,Web Development Classes,4/30/2025,Enrolled,
APP00905,34,Female,Taita Taveta,Bachelor's,P005,Django Girls,1/2/2024,Applied,Did Not Meet Requirements
APP00906,21,Female,Tana River,Certificate,P003,Code Hack,7/26/2024,Enrolled,
APP00907,25,Female,Taita Taveta,Bachelor's,P001,STEM Cafe Kenya,7/21/2024,Interviewed,Low Interview Score
APP00908,19,Female,Nakuru,KCSE,P005,Django Girls,1/12/2024,Interviewed,Cohort Full
APP00909,19,Female,Nairobi,Diploma,P004,Africa Code Week,1/24/2024,Enrolled,
APP00910,32,Female,Kwale,Master's,P008,Web Development Classes,8/21/2024,Enrolled,
APP00911,19,Female,Kilifi,KCSE,P008,Web Development Classes,7/18/2025,Applied,Incomplete Application
APP00912,18,Female,Nairobi,KCSE,P008,Web Development Classes,8/8/2024,Applied,Incomplete Application
APP00913,22,Female,Nairobi,KCSE,P006,Mombasa Girls in STEM,9/20/2025,Enrolled,
APP00914,21,Female,Kisumu,KCSE,P004,Africa Code Week,6/15/2024,Qualified,Could Not Be Reached
APP00915,25,Female,Kilifi,KCSE,P006,Mombasa Girls in STEM,8/2/2024,Applied,Incomplete Application
APP00916,18,Female,Kilifi,KCSE,P006,Mombasa Girls in STEM,1/18/2025,Applied,Incomplete Application
APP00917,22,Female,Kilifi,KCSE,P002,Technovation,2/25/2025,Applied,Did Not Meet Requirements
APP00918,18,Female,Taita Taveta,Diploma,P001,STEM Cafe Kenya,9/18/2024,Applied,Did Not Meet Requirements
APP00919,23,Female,Nairobi,Certificate,P002,Technovation,9/21/2025,Qualified,Could Not Be Reached
APP00920,20,Female,Mombasa,Certificate,P004,Africa Code Week,4/26/2025,Applied,Incomplete Application
APP00921,27,Female,Nairobi,KCSE,P006,Mombasa Girls in STEM,3/10/2024,Qualified,Interview Slots Full
APP00922,27,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,7/31/2025,Enrolled,
APP00923,30,Female,Nakuru,Diploma,P006,Mombasa Girls in STEM,4/10/2025,Qualified,No Response
APP00924,26,Female,Kwale,KCSE,P008,Web Development Classes,9/18/2025,Enrolled,
APP00925,23,Female,Kilifi,Diploma,P002,Technovation,2/2/2024,Interviewed,Cohort Full
APP00926,31,Female,Nairobi,Bachelor's,P004,Africa Code Week,4/20/2025,Interviewed,Low Interview Score
APP00927,27,Female,Kisumu,Certificate,P008,Web Development Classes,8/16/2024,Qualified,Interview Slots Full
APP00928,25,Female,Nairobi,Certificate,P007,Women Digital Skills,8/21/2025,Applied,Incomplete Application
APP00929,25,Female,Mombasa,KCSE,P002,Technovation,6/13/2024,Enrolled,
APP00930,22,Female,Nakuru,KCSE,P008,Web Development Classes,7/21/2025,Interviewed,Declined Offer
APP00931,20,Female,Kwale,KCSE,P004,Africa Code Week,4/24/2025,Qualified,Could Not Be Reached
APP00932,22,Female,Mombasa,KCSE,P002,Technovation,2/5/2025,Applied,Incomplete Application
APP00933,19,Female,Lamu,Diploma,P003,Code Hack,9/6/2025,Enrolled,
APP00934,25,Female,Kwale,Diploma,P004,Africa Code Week,7/4/2024,Enrolled,
APP00935,20,Female,Mombasa,KCSE,P005,Django Girls,4/2/2024,Qualified,No Response
APP00936,21,Female,Mombasa,KCSE,P004,Africa Code Week,6/4/2025,Qualified,Interview Slots Full
APP00937,21,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,7/15/2024,Applied,Did Not Meet Requirements
APP00938,25,Female,Mombasa,Bachelor's,P008,Web Development Classes,4/21/2025,Applied,Incomplete Application
APP00939,26,Female,Kwale,KCSE,P004,Africa Code Week,4/5/2025,Applied,Did Not Meet Requirements
APP00940,21,Female,Nakuru,KCSE,P002,Technovation,9/19/2025,Enrolled,
APP00941,19,Female,Tana River,KCSE,P006,Mombasa Girls in STEM,3/1/2024,Applied,Incomplete Application
APP00942,19,Female,Kilifi,Diploma,P006,Mombasa Girls in STEM,6/29/2025,Enrolled,
APP00943,27,Female,Nakuru,Certificate,P003,Code Hack,6/9/2025,Enrolled,
APP00944,19,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,2/23/2025,Applied,Incomplete Application
APP00945,27,Female,Nairobi,Bachelor's,P001,STEM Cafe Kenya,8/21/2024,Qualified,No Response
APP00946,26,Female,Mombasa,KCSE,P007,Women Digital Skills,8/24/2025,Enrolled,
APP00947,20,Female,Nakuru,KCSE,P005,Django Girls,7/12/2024,Qualified,No Response
APP00948,25,Male,Nairobi,Diploma,P001,STEM Cafe Kenya,6/24/2024,Applied,Gender Mismatch
APP00949,23,Female,Tana River,Certificate,P008,Web Development Classes,7/2/2025,Applied,Incomplete Application
APP00950,26,Female,Mombasa,KCSE,P007,Women Digital Skills,9/9/2024,Enrolled,
APP00951,22,Female,Nakuru,KCSE,P002,Technovation,1/18/2024,Qualified,No Response
APP00952,19,Female,Kwale,KCSE,P006,Mombasa Girls in STEM,4/2/2025,Applied,Did Not Meet Requirements
APP00953,32,Female,Kisumu,Diploma,P002,Technovation,7/15/2024,Applied,Did Not Meet Requirements
APP00954,23,Female,Kisumu,KCSE,P007,Women Digital Skills,4/11/2024,Enrolled,
APP00955,23,Female,Nakuru,Diploma,P004,Africa Code Week,3/24/2024,Applied,Incomplete Application
APP00956,20,Female,Kwale,KCSE,P006,Mombasa Girls in STEM,7/19/2025,Qualified,Interview Slots Full
APP00957,21,Female,Nakuru,KCSE,P002,Technovation,4/3/2025,Qualified,Could Not Be Reached
APP00958,18,Female,Mombasa,KCSE,P001,STEM Cafe Kenya,1/10/2025,Applied,Did Not Meet Requirements
APP00959,22,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,6/21/2025,Interviewed,Declined Offer
APP00960,25,Female,Tana River,Diploma,P004,Africa Code Week,7/22/2025,Enrolled,
APP00961,23,Female,Tana River,KCSE,P004,Africa Code Week,2/26/2025,Qualified,Could Not Be Reached
APP00962,22,Female,Nakuru,KCSE,P007,Women Digital Skills,2/28/2025,Enrolled,
APP00963,19,Female,Nairobi,Certificate,P007,Women Digital Skills,8/2/2024,Enrolled,
APP00964,26,Female,Kilifi,Certificate,P004,Africa Code Week,1/14/2024,Interviewed,Declined Offer
APP00965,18,Female,Kwale,Diploma,P003,Code Hack,4/27/2024,Qualified,Interview Slots Full
APP00966,29,Male,Tana River,Bachelor's,P001,STEM Cafe Kenya,8/18/2025,Applied,Gender Mismatch
APP00967,18,Female,Nakuru,KCSE,P004,Africa Code Week,1/24/2025,Applied,Incomplete Application
APP00968,20,Female,Nakuru,Diploma,P001,STEM Cafe Kenya,6/8/2024,Qualified,No Response
APP00969,25,Female,Lamu,Certificate,P001,STEM Cafe Kenya,6/5/2024,Interviewed,Cohort Full
APP00970,30,Female,Nairobi,Diploma,P008,Web Development Classes,3/16/2024,Qualified,Could Not Be Reached
APP00971,25,Female,Nairobi,Diploma,P004,Africa Code Week,8/9/2025,Qualified,Could Not Be Reached
APP00972,18,Female,Nairobi,KCSE,P004,Africa Code Week,3/22/2024,Applied,Did Not Meet Requirements
APP00973,22,Male,Kilifi,KCSE,P002,Technovation,1/5/2025,Applied,Gender Mismatch
APP00974,34,Female,Kisumu,Bachelor's,P001,STEM Cafe Kenya,3/30/2025,Enrolled,
APP00975,26,Male,Kilifi,Diploma,P004,Africa Code Week,1/9/2025,Applied,Gender Mismatch
APP00976,26,Female,Nairobi,Diploma,P002,Technovation,3/27/2024,Applied,Did Not Meet Requirements
APP00977,27,Female,Kisumu,Diploma,P002,Technovation,8/12/2025,Applied,Did Not Meet Requirements
APP00978,20,Female,Kilifi,KCSE,P001,STEM Cafe Kenya,8/19/2024,Qualified,No Response
APP00979,31,Female,Nairobi,Bachelor's,P003,Code Hack,8/19/2025,Qualified,Interview Slots Full
APP00980,22,Female,Mombasa,KCSE,P001,STEM Cafe Kenya,3/13/2025,Applied,Incomplete Application
APP00981,21,Female,Nakuru,KCSE,P001,STEM Cafe Kenya,1/1/2024,Applied,Did Not Meet Requirements
APP00982,23,Female,Kwale,Certificate,P006,Mombasa Girls in STEM,2/9/2024,Interviewed,Low Interview Score
APP00983,18,Male,Nakuru,KCSE,P006,Mombasa Girls in STEM,3/17/2025,Applied,Gender Mismatch
APP00984,18,Female,Nakuru,KCSE,P007,Women Digital Skills,8/26/2025,Qualified,Could Not Be Reached
APP00985,32,Female,Mombasa,Diploma,P004,Africa Code Week,9/14/2025,Applied,Did Not Meet Requirements
APP00986,28,Male,Tana River,Bachelor's,P002,Technovation,7/24/2025,Applied,Gender Mismatch
APP00987,21,Male,Kwale,KCSE,P002,Technovation,2/14/2025,Applied,Gender Mismatch
APP00988,33,Female,Kisumu,Bachelor's,P005,Django Girls,4/26/2024,Enrolled,
APP00989,23,Female,Tana River,Certificate,P002,Technovation,8/7/2025,Qualified,No Response
APP00990,28,Female,Lamu,Bachelor's,P002,Technovation,4/20/2025,Qualified,No Response
APP00991,22,Female,Nairobi,KCSE,P003,Code Hack,1/15/2025,Interviewed,Declined Offer
APP00992,34,Female,Lamu,Bachelor's,P006,Mombasa Girls in STEM,8/20/2025,Qualified,Interview Slots Full
APP00993,35,Female,Taita Taveta,Bachelor's,P002,Technovation,2/20/2025,Applied,Did Not Meet Requirements
APP00994,22,Male,Kilifi,KCSE,P002,Technovation,1/7/2024,Applied,Gender Mismatch
APP00995,20,Female,Nairobi,KCSE,P002,Technovation,1/24/2024,Qualified,No Response
APP00996,25,Female,Mombasa,Certificate,P004,Africa Code Week,7/2/2024,Applied,Did Not Meet Requirements
APP00997,18,Female,Nakuru,KCSE,P001,STEM Cafe Kenya,1/5/2025,Qualified,Could Not Be Reached
APP00998,34,Female,Kilifi,Master's,P001,STEM Cafe Kenya,7/12/2025,Interviewed,Low Interview Score
APP00999,21,Female,Mombasa,Certificate,P005,Django Girls,2/13/2024,Applied,Incomplete Application
APP01000,18,Male,Nairobi,KCSE,P002,Technovation,7/9/2025,Applied,Gender Mismatch
APP01001,19,Female,Lamu,KCSE,P005,Django Girls,1/10/2024,Qualified,No Response
APP01002,32,Female,Kisumu,Bachelor's,P005,Django Girls,9/8/2025,Applied,Incomplete Application
APP01003,27,Female,Kwale,Bachelor's,P004,Africa Code Week,2/17/2024,Enrolled,
APP01004,30,Female,Mombasa,Master's,P006,Mombasa Girls in STEM,3/11/2025,Enrolled,
APP01005,27,Female,Kisumu,Diploma,P001,STEM Cafe Kenya,1/30/2024,Enrolled,
APP01006,18,Female,Nairobi,Diploma,P005,Django Girls,1/9/2025,Qualified,Interview Slots Full
APP01007,24,Female,Nairobi,KCSE,P002,Technovation,8/24/2025,Interviewed,Declined Offer
APP01008,35,Female,Mombasa,Master's,P006,Mombasa Girls in STEM,6/28/2024,Qualified,Could Not Be Reached
APP01009,18,Female,Kilifi,Certificate,P002,Technovation,3/20/2024,Applied,Incomplete Application
APP01010,31,Male,Nairobi,Diploma,P001,STEM Cafe Kenya,1/12/2025,Applied,Gender Mismatch
APP01011,26,Female,Kilifi,Diploma,P004,Africa Code Week,6/27/2025,Qualified,Interview Slots Full
APP01012,34,Female,Nairobi,Bachelor's,P002,Technovation,8/19/2025,Qualified,Could Not Be Reached
APP01013,24,Female,Nairobi,KCSE,P003,Code Hack,3/7/2025,Enrolled,
APP01014,20,Female,Kwale,KCSE,P004,Africa Code Week,8/5/2024,Interviewed,Cohort Full
APP01015,26,Female,Kilifi,Bachelor's,P007,Women Digital Skills,2/20/2025,Qualified,Interview Slots Full
APP01016,19,Female,Lamu,Certificate,P008,Web Development Classes,4/17/2025,Qualified,Could Not Be Reached
APP01017,24,Female,Mombasa,Certificate,P002,Technovation,3/10/2024,Applied,Did Not Meet Requirements
APP01018,26,Female,Kilifi,Certificate,P006,Mombasa Girls in STEM,3/6/2025,Qualified,No Response
APP01019,21,Female,Kilifi,Certificate,P006,Mombasa Girls in STEM,3/16/2025,Interviewed,Low Interview Score
APP01020,26,Female,Kilifi,Diploma,P008,Web Development Classes,3/7/2025,Interviewed,Cohort Full
APP01021,35,Male,Taita Taveta,Diploma,P004,Africa Code Week,8/16/2025,Applied,Gender Mismatch
APP01022,30,Male,Nairobi,Master's,P002,Technovation,9/12/2024,Applied,Gender Mismatch
APP01023,19,Female,Nairobi,KCSE,P007,Women Digital Skills,9/4/2025,Qualified,No Response
APP01024,31,Female,Mombasa,Bachelor's,P003,Code Hack,7/20/2025,Applied,Incomplete Application
APP01025,21,Male,Mombasa,KCSE,P002,Technovation,3/14/2024,Applied,Gender Mismatch
APP01026,22,Female,Nairobi,KCSE,P008,Web Development Classes,1/23/2024,Applied,Incomplete Application
APP01027,19,Female,Nakuru,KCSE,P007,Women Digital Skills,9/29/2024,Qualified,No Response
APP01028,27,Female,Nairobi,Diploma,P002,Technovation,9/4/2025,Qualified,Could Not Be Reached
APP01029,35,Female,Taita Taveta,Diploma,P006,Mombasa Girls in STEM,2/15/2025,Applied,Incomplete Application
APP01030,20,Female,Kilifi,KCSE,P003,Code Hack,2/20/2025,Applied,Did Not Meet Requirements
APP01031,21,Female,Nairobi,Certificate,P004,Africa Code Week,1/20/2024,Interviewed,Low Interview Score
APP01032,25,Female,Tana River,Certificate,P008,Web Development Classes,3/5/2025,Interviewed,Cohort Full
APP01033,24,Male,Mombasa,Certificate,P007,Women Digital Skills,3/27/2024,Applied,Gender Mismatch
APP01034,25,Female,Mombasa,KCSE,P003,Code Hack,7/26/2024,Qualified,No Response
APP01035,34,Female,Mombasa,Bachelor's,P003,Code Hack,4/23/2024,Applied,Did Not Meet Requirements
APP01036,23,Female,Mombasa,Diploma,P007,Women Digital Skills,3/20/2025,Applied,Incomplete Application
APP01037,22,Female,Kisumu,KCSE,P008,Web Development Classes,7/9/2025,Interviewed,Declined Offer
APP01038,27,Female,Kwale,KCSE,P006,Mombasa Girls in STEM,7/23/2025,Applied,Incomplete Application
APP01039,33,Female,Kisumu,Bachelor's,P006,Mombasa Girls in STEM,1/26/2024,Applied,Did Not Meet Requirements
APP01040,22,Female,Nairobi,Diploma,P004,Africa Code Week,4/18/2024,Enrolled,
APP01041,22,Female,Nakuru,KCSE,P004,Africa Code Week,2/28/2024,Qualified,No Response
APP01042,18,Female,Kilifi,KCSE,P002,Technovation,4/25/2025,Qualified,Could Not Be Reached
APP01043,24,Female,Mombasa,KCSE,P002,Technovation,2/17/2024,Interviewed,Low Interview Score
APP01044,26,Female,Kisumu,Diploma,P001,STEM Cafe Kenya,7/27/2025,Applied,Incomplete Application
APP01045,18,Male,Nairobi,KCSE,P008,Web Development Classes,2/17/2024,Applied,Gender Mismatch
APP01046,20,Male,Nairobi,KCSE,P001,STEM Cafe Kenya,6/12/2025,Applied,Gender Mismatch
APP01047,35,Male,Kwale,Bachelor's,P008,Web Development Classes,2/5/2025,Applied,Gender Mismatch
APP01048,22,Female,Mombasa,KCSE,P005,Django Girls,7/17/2024,Qualified,No Response
APP01049,22,Female,Kisumu,KCSE,P002,Technovation,3/30/2025,Enrolled,
APP01050,21,Male,Taita Taveta,KCSE,P008,Web Development Classes,8/10/2025,Applied,Gender Mismatch
APP01051,20,Female,Kilifi,KCSE,P005,Django Girls,7/19/2025,Applied,Incomplete Application
APP01052,18,Female,Kwale,Diploma,P004,Africa Code Week,1/18/2024,Qualified,No Response
APP01053,18,Female,Mombasa,Certificate,P002,Technovation,8/31/2025,Interviewed,Declined Offer
APP01054,21,Female,Mombasa,Certificate,P007,Women Digital Skills,2/12/2025,Interviewed,Cohort Full
APP01055,27,Female,Kilifi,Certificate,P003,Code Hack,7/24/2025,Qualified,Interview Slots Full
APP01056,23,Female,Kilifi,Diploma,P001,STEM Cafe Kenya,1/9/2024,Interviewed,Cohort Full
APP01057,18,Female,Kilifi,KCSE,P002,Technovation,2/13/2024,Applied,Incomplete Application
APP01058,18,Female,Lamu,Certificate,P004,Africa Code Week,2/21/2025,Applied,Did Not Meet Requirements
APP01059,25,Male,Nairobi,KCSE,P004,Africa Code Week,8/20/2024,Applied,Gender Mismatch
APP01060,21,Female,Kwale,Certificate,P006,Mombasa Girls in STEM,1/28/2024,Applied,Incomplete Application
APP01061,35,Female,Lamu,Bachelor's,P004,Africa Code Week,3/18/2024,Enrolled,
APP01062,27,Female,Nairobi,Certificate,P001,STEM Cafe Kenya,1/23/2025,Interviewed,Declined Offer
APP01063,18,Female,Kilifi,Certificate,P008,Web Development Classes,4/27/2024,Applied,Did Not Meet Requirements
APP01064,35,Female,Nakuru,Diploma,P002,Technovation,3/4/2025,Interviewed,Low Interview Score
APP01065,20,Female,Mombasa,KCSE,P004,Africa Code Week,7/4/2025,Applied,Did Not Meet Requirements
APP01066,22,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,8/6/2024,Interviewed,Cohort Full
APP01067,27,Female,Mombasa,Diploma,P002,Technovation,1/21/2025,Applied,Incomplete Application
APP01068,19,Female,Kwale,KCSE,P008,Web Development Classes,2/18/2024,Applied,Did Not Meet Requirements
APP01069,29,Female,Kisumu,Diploma,P008,Web Development Classes,6/6/2024,Qualified,No Response
APP01070,23,Female,Kwale,Bachelor's,P007,Women Digital Skills,4/28/2024,Applied,Incomplete Application
APP01071,31,Male,Mombasa,Diploma,P003,Code Hack,4/16/2025,Applied,Gender Mismatch
APP01072,23,Female,Kisumu,Diploma,P004,Africa Code Week,7/11/2024,Applied,Did Not Meet Requirements
APP01073,20,Female,Mombasa,KCSE,P008,Web Development Classes,7/12/2025,Interviewed,Declined Offer
APP01074,30,Female,Nairobi,Master's,P005,Django Girls,9/29/2025,Applied,Incomplete Application
APP01075,27,Female,Kilifi,Diploma,P001,STEM Cafe Kenya,9/15/2024,Applied,Did Not Meet Requirements
APP01076,19,Female,Kwale,Certificate,P006,Mombasa Girls in STEM,7/30/2024,Enrolled,
APP01077,20,Female,Kisumu,Diploma,P006,Mombasa Girls in STEM,8/7/2024,Interviewed,Cohort Full
APP01078,30,Female,Mombasa,Bachelor's,P001,STEM Cafe Kenya,2/13/2024,Interviewed,Declined Offer
APP01079,33,Female,Lamu,Master's,P001,STEM Cafe Kenya,8/14/2024,Qualified,Could Not Be Reached
APP01080,20,Female,Mombasa,Diploma,P002,Technovation,1/6/2025,Applied,Incomplete Application
APP01081,28,Female,Tana River,Bachelor's,P002,Technovation,4/21/2024,Interviewed,Cohort Full
APP01082,19,Female,Kilifi,KCSE,P008,Web Development Classes,7/4/2024,Enrolled,
APP01083,30,Female,Kisumu,Bachelor's,P004,Africa Code Week,4/21/2024,Interviewed,Low Interview Score
APP01084,31,Female,Mombasa,Bachelor's,P008,Web Development Classes,9/14/2025,Qualified,No Response
APP01085,27,Female,Nakuru,Diploma,P003,Code Hack,9/25/2025,Qualified,Could Not Be Reached
